#OTU	Sp11	Sp12	Sp13	Sp21	Sp22	Sp23	Su11	Su12	Su13	Su21	Su22	Su23	Au11	Au12	Au13	Au21	Au22	Au23	Wi11	Wi12	Wi13	Wi21	Wi22	Wi23
Otu2697	2	0	2	0	0	0	5	0	0	0	0	0	10	0	0	0	0	0	11	0	0	0	2	0
Otu2698	0	3	3	0	0	0	0	4	0	0	0	2	1	1	3	0	0	0	0	2	2	0	2	0
Otu2699	0	0	0	0	1	1	0	0	0	3	2	4	0	1	0	0	2	0	0	0	0	0	0	0
Otu27	207	10	0	10	203	0	10	0	0	0	12	0	181	0	0	22	0	0	0	2	2	0	0	0
Otu270	3	1	0	3	47	0	10	30	0	21	24	9	43	3	0	106	2	0	5	0	0	4	0	0
Otu2700	0	0	1	0	0	0	0	0	0	3	0	2	0	2	0	1	0	0	0	0	0	0	0	0
Otu2701	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	10	6	0	0	6
Otu2702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0
Otu2703	0	7	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	10	0	0	4
Otu2704	0	0	0	2	0	1	2	0	0	0	0	0	0	0	4	3	0	4	0	0	4	2	2	2
Otu2705	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	4	0	0	0	0	0	0
Otu2706	6	9	3	0	3	11	5	0	2	5	5	7	1	11	12	6	5	5	0	2	0	0	21	8
Otu2708	4	0	3	2	1	0	0	0	0	0	0	2	1	1	2	1	0	0	0	0	0	0	2	2
Otu2709	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu271	78	48	31	39	84	102	82	59	155	127	106	121	96	60	58	106	124	54	27	59	52	8	58	64
Otu2710	2	1	5	0	3	8	0	2	2	2	0	0	4	1	3	1	0	5	0	5	14	2	2	2
Otu2711	0	0	0	2	0	0	0	0	3	0	0	2	1	1	0	0	0	0	0	0	0	2	2	0
Otu2714	2	3	5	0	1	0	0	5	0	0	0	2	0	3	8	0	0	0	0	7	6	0	0	12
Otu2715	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	8	2	0
Otu2716	0	0	0	2	0	3	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	6	0	0
Otu2717	1	0	0	0	3	0	3	0	0	2	0	4	3	1	0	8	0	0	0	0	0	0	0	0
Otu2718	1	0	0	2	0	1	0	4	0	3	0	4	1	1	3	1	0	2	3	2	0	0	0	0
Otu2719	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0
Otu2720	1	0	0	3	3	6	4	0	0	3	0	2	3	1	0	4	0	0	5	0	0	0	2	0
Otu2721	1	0	1	0	3	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu2722	0	0	5	2	0	1	0	4	3	0	0	0	0	1	3	0	0	0	0	7	14	0	0	9
Otu2723	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2724	2	0	1	3	0	3	0	0	0	3	0	7	0	2	1	1	0	4	0	10	2	0	3	10
Otu2725	1	1	0	2	0	4	0	0	0	0	0	2	0	2	0	0	5	4	0	0	0	2	3	0
Otu2726	0	4	3	2	1	4	5	5	14	2	0	0	5	5	11	1	2	7	0	5	4	0	3	4
Otu2727	1	0	0	0	0	3	2	0	0	0	0	0	2	1	1	0	3	0	0	2	0	4	0	0
Otu2728	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	4	0	0
Otu2729	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Otu273	0	16	7	0	1	3	0	2	5	2	2	2	0	52	44	0	18	2	11	12	85	123	30	42
Otu2730	0	1	1	0	1	0	3	0	8	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu2731	0	3	1	2	0	6	0	0	2	0	0	2	1	0	0	1	0	2	0	5	15	0	2	0
Otu2733	2	0	1	0	1	0	0	0	0	2	0	0	2	0	0	1	2	0	0	0	0	0	6	0
Otu2734	0	2	4	0	0	0	0	15	0	0	0	2	0	0	3	0	0	0	0	0	4	0	2	2
Otu2736	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	8	2	2	2	2	0
Otu2737	0	0	1	0	0	0	0	0	2	0	0	0	0	1	6	0	0	0	0	0	6	0	3	0
Otu2738	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Otu2739	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2
Otu274	26	6	5	9	7	28	3	0	61	21	42	9	9	8	6	15	25	16	3	5	0	0	11	38
Otu2740	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	2	0
Otu2741	0	0	0	0	0	0	0	2	0	2	0	2	0	2	1	1	2	0	0	0	0	0	0	0
Otu2743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0
Otu2744	0	1	2	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	6	0	3	0
Otu2745	2	1	2	2	3	3	7	12	0	10	0	11	1	2	5	10	0	2	8	0	4	2	3	0
Otu2746	2	0	1	2	10	0	1	0	3	3	0	2	5	1	1	1	0	0	3	0	0	10	0	0
Otu2747	0	0	3	0	3	0	2	2	0	0	0	2	0	0	1	0	0	0	0	0	4	0	2	0
Otu2748	0	0	0	0	0	0	0	0	2	0	0	2	0	1	3	0	0	2	0	5	4	0	3	17
Otu2749	0	1	0	0	0	0	2	1	5	12	7	0	0	2	0	0	0	0	5	0	4	0	5	2
Otu275	5	10	9	6	6	1	3	110	0	0	5	0	2	7	5	1	0	2	3	7	11	0	20	13
Otu2750	7	19	20	18	3	13	15	10	29	19	2	11	11	22	15	0	10	18	5	30	64	17	23	31
Otu2751	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2752	1	1	3	2	1	0	0	5	3	2	0	0	1	1	0	3	0	0	5	2	0	4	0	0
Otu2753	3	3	0	3	11	11	3	0	0	12	16	7	6	2	2	4	3	2	0	2	0	0	4	0
Otu2754	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	0	0	0	0	0	2	0	0
Otu2755	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2756	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	0	2	11	0	0	0	0	2
Otu2758	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	4
Otu2759	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu276	56	41	37	47	35	33	43	69	96	31	28	25	43	66	60	50	20	42	16	59	51	48	29	42
Otu2760	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	4
Otu2761	6	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	2	0	2	4
Otu2763	0	0	0	3	0	0	11	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu2764	2	0	0	0	0	6	3	0	0	3	0	2	1	0	0	1	5	0	0	0	0	2	3	2
Otu2765	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu2766	1	0	1	0	1	0	0	2	2	0	0	0	0	0	1	0	2	5	0	2	0	2	0	4
Otu2767	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2768	3	2	0	3	4	8	0	0	3	10	0	2	1	1	4	0	0	2	0	12	15	0	5	4
Otu2769	2	0	2	0	0	3	2	0	2	7	0	2	1	4	1	0	0	0	0	7	0	0	2	2
Otu277	56	37	26	26	36	52	28	28	63	43	93	67	42	35	35	109	58	62	24	32	10	63	40	42
Otu2770	2	2	0	0	1	0	2	0	0	2	2	2	2	2	1	0	2	0	0	0	0	0	0	0
Otu2771	14	3	5	5	0	3	18	2	0	2	0	0	7	8	15	4	0	5	3	2	4	0	0	6
Otu2772	1	3	3	2	1	3	0	0	7	5	0	2	1	5	3	4	7	2	5	2	4	0	5	4
Otu2773	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0
Otu2775	6	1	1	0	0	0	3	2	10	5	0	2	2	0	0	0	2	0	5	2	0	0	0	0
Otu2776	4	1	2	2	3	0	7	2	0	2	2	4	9	2	2	0	2	0	0	2	2	4	2	0
Otu2777	1	0	0	0	4	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
Otu2778	0	0	1	0	7	1	2	0	0	3	0	0	4	2	0	7	0	2	0	0	0	0	0	2
Otu2779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4
Otu278	123	185	247	29	37	45	48	190	59	15	0	114	97	178	472	22	21	49	48	106	214	8	30	162
Otu2780	149	41	25	45	54	66	65	23	136	107	73	114	89	59	49	113	52	49	19	49	25	4	69	86
Otu2782	1	0	0	0	1	0	7	0	3	7	0	11	1	0	3	4	0	0	5	0	2	10	0	2
Otu2783	73	29	22	45	89	50	190	34	44	57	68	22	37	23	49	66	54	20	44	17	37	75	65	67
Otu2784	2	8	1	3	0	3	0	0	3	3	7	0	1	2	4	4	7	0	0	2	2	0	0	0
Otu2786	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	5	0	5	2	2	0	0	0
Otu2787	1	3	2	3	1	3	0	2	0	5	0	4	3	1	3	0	0	0	8	5	0	0	5	0
Otu2788	27	24	20	9	21	24	27	31	42	12	5	34	27	19	20	3	8	13	19	17	52	0	13	19
Otu2789	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	10	0	0	0
Otu279	144	108	99	51	108	131	132	118	209	138	99	132	118	147	145	131	142	159	150	162	131	180	133	192
Otu2790	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu2791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
Otu2792	0	1	0	2	6	3	2	0	0	2	0	0	1	0	0	0	0	0	0	5	0	4	3	0
Otu2793	0	3	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	10	0	0	2	0
Otu2796	0	0	3	0	1	1	0	0	0	0	0	0	1	0	5	0	2	0	0	2	0	0	2	15
Otu2797	1	1	2	0	0	1	0	0	0	0	0	2	0	0	3	1	0	0	0	2	2	2	5	2
Otu2798	3	2	0	0	4	0	7	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0
Otu2799	2	0	3	3	0	0	3	0	2	3	0	2	0	2	0	3	0	2	0	0	0	0	2	0
Otu28	653	727	495	289	586	1279	807	1493	813	1225	980	920	524	960	1222	935	888	733	237	613	774	285	1270	1626
Otu280	111	104	95	34	55	79	115	156	208	42	54	103	90	125	180	80	87	105	63	177	159	73	143	117
Otu2800	0	0	1	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	2	4	0	0	2
Otu2801	2	3	1	2	0	0	5	5	3	7	0	2	2	3	2	0	3	0	0	5	4	0	2	6
Otu2802	0	0	3	0	1	1	0	6	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	4
Otu2803	0	0	0	0	0	0	0	4	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
Otu2805	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0
Otu2806	0	0	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
Otu2807	0	3	0	0	0	0	2	5	3	0	0	0	0	1	0	0	3	0	0	0	0	0	3	0
Otu2808	3	2	8	5	0	3	0	2	3	0	2	0	1	1	2	1	5	14	3	2	6	21	0	4
Otu2810	2	2	10	0	0	0	0	9	5	2	0	4	2	2	6	3	0	0	3	7	12	0	3	8
Otu2811	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2812	1	1	3	0	0	1	0	2	0	0	0	0	0	1	3	0	2	0	3	0	0	0	3	4
Otu2813	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu2814	0	0	0	5	3	4	3	0	3	3	0	0	2	1	1	4	0	7	3	0	0	0	2	0
Otu2815	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu2816	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
Otu2818	2	1	0	0	0	1	3	0	0	0	2	0	4	0	0	1	3	0	8	0	0	0	0	4
Otu2819	1	3	0	0	1	0	2	5	5	0	2	2	5	2	3	0	0	0	0	2	8	0	2	0
Otu282	39	32	69	50	25	47	60	123	96	45	49	58	55	75	130	45	76	24	53	59	114	36	72	110
Otu2820	2	3	1	0	0	0	0	11	3	2	0	0	1	2	3	0	5	2	3	2	6	0	2	4
Otu2821	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu2822	2	4	3	2	3	0	7	4	2	5	2	7	21	9	8	8	0	2	40	20	6	33	3	8
Otu2823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu2825	2	3	5	2	0	0	0	4	2	3	0	2	0	3	6	0	3	2	5	15	2	0	5	6
Otu2826	24	10	4	19	3	23	15	2	17	22	9	27	4	14	11	14	12	9	14	15	25	182	15	14
Otu2827	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu2828	2	1	1	0	0	1	0	0	0	2	0	4	0	0	1	0	2	0	0	2	2	2	3	0
Otu283	2	3	3	53	0	4	3	5	5	0	2	9	10	2	1	6	30	13	0	0	0	0	0	0
Otu2830	0	1	0	2	0	0	0	0	8	0	0	0	0	2	0	0	0	2	5	5	0	4	3	2
Otu2831	1	2	3	2	0	0	0	2	5	5	0	0	0	3	3	4	0	2	3	2	2	0	0	0
Otu2832	51	30	20	47	138	94	93	49	101	138	118	76	56	44	53	142	133	62	48	32	29	51	58	74
Otu2833	0	0	0	3	0	1	2	4	0	2	0	0	1	0	2	0	0	4	0	0	0	0	0	2
Otu2834	2	5	4	0	3	1	5	0	2	0	0	9	3	6	2	1	0	4	3	0	6	0	6	4
Otu2835	2	2	0	2	3	0	2	4	5	0	0	2	1	1	3	0	2	5	5	5	14	8	3	6
Otu2836	2	1	0	0	6	1	13	0	0	3	0	0	4	2	0	0	2	0	0	0	0	0	0	0
Otu2837	0	1	0	0	0	0	0	2	2	0	0	11	0	4	0	0	2	2	0	0	0	0	2	0
Otu2838	2	0	0	0	4	1	0	0	8	0	2	9	2	0	0	3	0	2	5	0	0	0	3	0
Otu2839	1	0	3	0	0	0	0	5	0	0	0	0	0	2	0	0	2	2	0	0	2	0	0	4
Otu284	0	5	37	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	8	0	0	0
Otu2840	0	0	0	3	1	0	2	0	2	2	0	0	4	0	0	0	0	0	8	0	0	0	0	0
Otu2841	0	0	5	3	0	0	0	0	3	2	0	0	1	2	4	0	0	2	0	12	14	2	6	4
Otu2843	2	3	7	2	15	8	0	4	3	10	7	4	10	15	8	15	5	2	3	0	2	29	8	17
Otu2844	10	0	0	6	0	0	7	0	0	0	2	0	15	0	0	0	0	0	3	0	0	0	0	0
Otu2845	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2846	3	1	3	3	0	1	3	2	0	9	0	7	2	0	2	8	0	2	0	2	2	0	6	10
Otu2847	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2848	7	3	0	1	1	0	2	2	0	0	2	0	0	3	3	0	2	2	0	2	0	0	15	2
Otu2849	0	1	1	2	1	0	0	0	5	0	0	0	1	2	0	0	2	0	3	0	0	2	2	0
Otu2850	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	0	0
Otu2851	1	2	1	0	1	6	0	0	0	7	0	2	0	1	2	4	8	4	0	2	2	0	0	10
Otu2852	1	1	0	3	1	4	0	0	2	14	9	4	0	1	0	4	2	0	0	0	0	0	2	0
Otu2854	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	4	5	1	0
Otu2855	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2856	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu2857	3	0	0	0	0	1	7	0	0	9	0	2	2	0	0	4	0	2	0	0	0	4	3	0
Otu2858	2	0	1	0	3	1	0	0	0	7	2	2	3	1	3	3	2	2	0	0	4	2	3	2
Otu2860	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	2	2	0	0
Otu2862	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu2863	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2864	0	1	2	0	8	3	2	0	0	2	7	2	4	2	3	1	2	2	0	2	8	4	0	6
Otu2867	0	0	3	0	0	4	2	4	0	3	0	0	1	5	1	0	0	4	0	0	2	0	3	4
Otu2868	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu2869	6	16	14	6	4	10	2	16	3	2	2	2	18	12	18	0	0	34	30	17	14	33	18	27
Otu287	60	16	12	21	72	65	45	4	41	31	85	25	71	37	16	46	20	7	40	37	10	6	35	61
Otu2870	1	0	1	1	1	0	0	2	0	2	2	0	1	0	3	0	0	0	5	0	4	2	0	0
Otu2871	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu2872	1	0	0	0	0	3	3	12	3	19	5	4	0	1	2	1	0	0	0	0	2	0	0	2
Otu2873	1	0	0	2	1	0	0	0	5	0	0	0	3	1	0	1	2	0	3	2	2	0	3	2
Otu2874	1	2	3	0	8	4	10	2	3	9	7	2	1	4	1	0	0	5	3	0	0	0	6	2
Otu2875	0	0	0	0	1	4	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
Otu2876	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu2877	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	2	2
Otu2878	0	0	0	2	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	3	2	0
Otu2879	0	2	2	2	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	4
Otu288	55	83	68	64	12	46	2	11	5	21	19	18	13	26	19	15	30	42	185	34	50	542	34	88
Otu2880	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0
Otu2881	2	3	2	0	0	1	2	7	12	7	0	2	7	5	2	1	2	2	0	10	0	5	3	8
Otu2882	0	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	10	0	0
Otu2883	2	3	2	2	0	4	2	7	0	2	2	4	1	1	1	6	5	4	0	0	14	2	2	12
Otu2884	14	5	4	6	14	10	7	2	2	0	5	2	5	0	0	0	2	9	0	2	6	12	8	6
Otu2885	1	0	1	0	0	0	5	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu2886	2	0	0	3	0	3	8	0	0	0	0	0	1	0	0	1	2	2	3	0	0	0	2	0
Otu2889	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0
Otu289	33	34	20	20	29	52	38	43	82	59	38	58	22	29	38	92	73	60	33	27	10	17	59	42
Otu2890	1	0	1	0	0	0	10	0	2	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0
Otu2891	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu2893	0	0	7	0	0	0	0	4	0	0	2	0	0	0	2	0	0	0	0	5	8	0	1	8
Otu2894	1	1	1	2	0	3	2	5	3	3	2	4	2	2	1	0	2	2	3	0	2	2	0	6
Otu2895	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	4	0	0	0	0	1	0	0	4
Otu2898	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2899	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu29	0	1	2	837	26	1	15	95	0	2	16	0	1	2	0	38	0	2	3	0	10	0	2	2
Otu290	33	84	88	16	4	25	2	17	27	14	7	29	22	45	43	24	28	5	30	37	67	77	38	58
Otu2900	1	1	3	1	0	3	0	4	5	2	0	0	2	2	6	3	0	2	0	0	0	2	11	10
Otu2901	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu2902	10	7	0	6	7	14	27	9	5	10	7	9	10	8	11	13	8	14	8	20	14	0	5	8
Otu2903	2	1	0	0	4	4	10	0	8	7	9	11	4	3	3	3	4	11	0	0	0	0	5	10
Otu2906	2	1	0	2	0	0	0	0	0	5	0	2	4	2	1	0	0	0	0	0	0	0	0	0
Otu2907	6	2	3	1	1	0	2	7	0	2	2	4	3	12	3	4	2	0	5	5	2	12	5	4
Otu2908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0
Otu2909	2	1	0	0	0	1	5	4	0	2	0	0	1	1	4	0	2	2	0	0	2	0	3	0
Otu291	3	15	14	11	7	15	41	46	7	2	2	7	22	24	14	3	5	22	19	30	54	0	12	21
Otu2910	2	0	1	0	1	1	7	0	0	0	0	0	0	2	2	0	0	0	3	2	0	0	0	0
Otu2911	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2912	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2
Otu2914	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0
Otu2916	4	0	2	2	2	0	5	5	12	2	2	7	1	1	0	3	3	2	11	2	2	2	5	2
Otu2917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Otu2918	0	0	1	3	1	1	0	9	2	0	0	2	0	1	1	1	0	4	0	2	0	0	0	1
Otu2919	2	1	0	0	1	3	0	0	2	10	5	4	1	1	2	8	2	0	5	5	2	2	3	6
Otu292	54	13	17	40	8	58	2	0	56	76	26	79	2	26	16	56	8	42	11	15	19	83	42	40
Otu2920	2	4	7	3	0	3	0	11	0	8	9	4	0	4	7	3	2	2	3	12	10	0	3	12
Otu2921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0
Otu2922	2	0	0	0	6	1	3	0	0	3	5	0	4	4	2	1	2	2	0	0	0	0	0	0
Otu2923	0	1	0	2	0	0	8	2	0	0	0	0	1	1	0	0	0	0	0	0	2	0	2	0
Otu2924	0	0	1	2	1	0	0	0	0	2	0	0	4	2	2	0	3	2	3	0	0	1	4	6
Otu2925	1	2	1	2	3	0	5	2	0	0	0	2	1	2	2	0	0	0	0	2	10	0	0	0
Otu2926	2	3	0	2	1	3	2	0	3	2	0	2	0	4	1	0	2	0	0	0	0	0	2	2
Otu2927	0	4	1	2	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2
Otu2928	1	3	1	2	0	1	3	4	0	2	0	0	0	3	0	0	0	0	3	0	10	2	0	0
Otu2929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0
Otu293	0	0	0	0	0	0	0	0	2	0	5	0	0	1	35	1	2	13	5	2	2	0	3	17
Otu2930	1	0	0	5	3	3	2	0	0	7	14	2	0	2	0	7	8	2	3	2	0	0	0	0
Otu2931	1	0	5	0	1	0	0	5	0	5	5	4	4	4	5	1	3	0	5	7	2	15	0	4
Otu2932	2	0	1	3	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	2	2	3	2
Otu2933	6	24	25	5	1	7	2	0	2	0	0	2	3	12	12	1	3	16	8	15	27	2	6	19
Otu2934	1	2	1	0	0	0	0	2	0	0	0	0	0	1	7	0	0	0	3	0	4	4	2	0
Otu2936	1	0	0	0	3	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Otu2937	0	0	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0
Otu2938	1	2	1	1	1	0	2	0	0	0	7	2	4	0	3	0	2	4	0	0	4	0	4	4
Otu2939	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu294	57	53	36	8	37	42	41	54	83	60	38	47	66	43	65	50	35	20	51	96	45	53	53	40
Otu2942	0	3	3	0	0	1	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	2	0	0
Otu2943	2	1	3	0	0	0	2	2	2	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0
Otu2945	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2947	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0
Otu2948	13	0	1	5	0	6	0	0	3	10	2	7	0	2	2	6	2	0	0	7	0	0	0	4
Otu2949	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0
Otu295	57	75	31	21	6	54	36	94	57	65	40	96	27	93	46	66	130	235	40	20	14	103	29	17
Otu2950	1	3	1	0	0	1	0	2	7	2	0	0	0	2	3	7	2	0	0	0	0	6	2	0
Otu2951	2	3	4	5	10	1	2	2	0	5	7	0	6	2	2	6	0	2	3	7	6	8	0	4
Otu2952	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	2	0
Otu2953	2	2	0	3	0	0	0	7	2	0	0	0	1	0	0	0	0	2	0	2	0	4	2	0
Otu2954	0	0	0	0	0	0	5	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu2955	0	0	2	5	0	0	3	0	0	0	0	7	0	0	0	0	2	0	0	0	0	4	2	0
Otu2957	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	22	0	0	0	0	0
Otu2958	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	22	0	0	2	0
Otu296	4	0	0	5	0	0	23	2	0	0	0	0	37	2	0	0	0	0	27	0	0	0	0	0
Otu2960	2	3	2	2	3	3	0	2	3	0	5	2	3	1	2	4	5	0	0	2	0	0	0	6
Otu2961	5	3	2	3	1	6	0	7	0	2	0	4	12	11	5	7	0	0	22	0	6	13	11	31
Otu2962	2	0	0	0	3	3	0	0	0	0	0	0	4	5	2	0	0	0	0	2	0	0	0	0
Otu2963	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2964	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
Otu2965	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu2966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu2967	0	2	6	0	1	0	0	9	0	0	0	0	1	4	3	0	0	0	3	0	2	0	0	2
